Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,36.869999,36.939999,36.270000,36.810001,35.156658,33565700
2021-01-05,36.720001,37.369999,36.599998,37.189999,35.519588,29909400
2021-01-06,36.830002,37.480000,36.770000,36.869999,35.213959,34962500
2021-01-07,37.040001,37.150002,36.669998,37.060001,35.395428,27809500
2021-01-08,37.160000,37.529999,36.900002,37.130001,35.462288,33462400
2021-01-11,37.220001,37.830002,37.150002,37.770000,36.073536,47286900
2021-01-12,37.700001,37.790001,36.820000,37.180000,35.510036,47831100
2021-01-13,37.000000,37.169998,36.639999,36.860001,35.204411,31027900
2021-01-14,36.779999,36.959999,36.610001,36.750000,35.099354,30272000
2021-01-15,36.680000,36.779999,36.400002,36.700001,35.051605,34287800
2021-01-19,36.759998,37.000000,36.619999,36.730000,35.080254,33451300
2021-01-20,36.790001,36.810001,36.459999,36.500000,34.860584,35400100
2021-01-21,36.389999,36.590000,36.150002,36.480000,34.841476,33829700
2021-01-22,36.320000,36.830002,36.250000,36.549999,34.908337,26271200
2021-01-25,36.549999,37.290001,36.320000,37.279999,35.605549,31728500
2021-01-26,37.270000,37.599998,37.160000,37.310001,35.634205,27718700
2021-01-27,36.990002,37.040001,36.169998,36.240002,34.612259,50561200
2021-01-28,35.950001,36.330002,35.840000,35.860001,34.621914,39466700
2021-01-29,36.880001,36.880001,35.619999,35.900002,34.660538,60251900
2021-02-01,35.930000,36.189999,35.720001,35.799999,34.563988,40395800
2021-02-02,35.759998,35.779999,34.270000,34.990002,33.781956,84062400
2021-02-03,34.990002,35.290001,34.779999,34.840000,33.637131,38524200
2021-02-04,34.810001,35.080002,34.700001,34.889999,33.685406,34284900
2021-02-05,34.919998,35.080002,34.779999,34.919998,33.714371,31749600
2021-02-08,34.959999,35.009998,34.740002,34.820000,33.617821,31633900
2021-02-09,34.799999,35.060001,34.759998,34.970001,33.762646,30170200
2021-02-10,35.000000,35.080002,34.700001,34.740002,33.540592,29039900
2021-02-11,34.799999,34.810001,34.279999,34.430000,33.241287,30885200
2021-02-12,34.439999,34.950001,34.360001,34.720001,33.521278,25578600
2021-02-16,34.849998,34.860001,34.560001,34.689999,33.492310,28730300
2021-02-17,34.570000,35.000000,34.459999,34.889999,33.685406,26389400
2021-02-18,34.779999,34.880001,34.520000,34.560001,33.366798,24052500
2021-02-19,34.660000,34.680000,34.400002,34.439999,33.250942,28145300
2021-02-22,34.330002,34.369999,34.040001,34.259998,33.077160,34322500
2021-02-23,34.000000,34.189999,33.680000,33.910000,32.739243,37624200
2021-02-24,33.869999,34.049999,33.669998,33.750000,32.584766,30686100
2021-02-25,33.820000,34.110001,33.540001,33.820000,32.652351,37506100
2021-02-26,33.840000,33.900002,33.360001,33.490002,32.333744,41462800
2021-03-01,33.590000,33.930000,33.509998,33.689999,32.526833,30407800
2021-03-02,33.680000,33.889999,33.500000,33.509998,32.353050,27670400
2021-03-03,33.509998,34.450001,33.439999,34.389999,33.202667,46020200
2021-03-04,34.259998,35.090000,33.840000,34.200001,33.019230,45449600
2021-03-05,34.290001,34.549999,33.959999,34.389999,33.202667,30589900
2021-03-08,34.480000,34.869999,34.330002,34.349998,33.164047,24352300
2021-03-09,34.540001,34.849998,34.439999,34.450001,33.260597,25167100
2021-03-10,34.639999,35.139999,34.520000,34.930000,33.724030,33501800
2021-03-11,35.070000,35.119999,34.660000,34.709999,33.511616,24557900
2021-03-12,34.560001,34.980000,34.509998,34.939999,33.733681,16342400
2021-03-15,35.009998,35.430000,34.959999,35.410000,34.187458,21896100
2021-03-16,35.470001,35.860001,35.310001,35.830002,34.592953,25022400
2021-03-17,35.830002,35.959999,35.119999,35.790001,34.554337,42540100
